formal_label,run_name,run_id,step,training_global_step,actor_entropy
Instruct baseline (n=8),instruct_c_n8_baseline_rerun180_20260404_113902,z0ub6abmgswdgbah08442,146,146.0,0.0608324594795703
Instruct baseline (n=8),instruct_c_n8_baseline_rerun180_20260404_113902,z0ub6abmgswdgbah08442,147,147.0,0.0607850775122642
Instruct baseline (n=8),instruct_c_n8_baseline_rerun180_20260404_113902,z0ub6abmgswdgbah08442,148,148.0,0.0603524856269359
Instruct baseline (n=8),instruct_c_n8_baseline_rerun180_20260404_113902,z0ub6abmgswdgbah08442,149,149.0,0.0636666566133499
Instruct baseline (n=8),instruct_c_n8_baseline_rerun180_20260404_113902,z0ub6abmgswdgbah08442,150,150.0,0.060988251119852
Instruct baseline (n=8),instruct_c_n8_baseline_rerun180_20260404_113902,z0ub6abmgswdgbah08442,151,151.0,0.061840496957302
Instruct baseline (n=8),instruct_c_n8_baseline_rerun180_20260404_113902,z0ub6abmgswdgbah08442,152,152.0,0.0608592368662357
Instruct baseline (n=8),instruct_c_n8_baseline_rerun180_20260404_113902,z0ub6abmgswdgbah08442,153,153.0,0.0613589212298393
Instruct baseline (n=8),instruct_c_n8_baseline_rerun180_20260404_113902,z0ub6abmgswdgbah08442,154,154.0,0.0614457577466964
Instruct baseline (n=8),instruct_c_n8_baseline_rerun180_20260404_113902,z0ub6abmgswdgbah08442,155,155.0,0.0614317171275615
Instruct baseline (n=8),instruct_c_n8_baseline_rerun180_20260404_113902,z0ub6abmgswdgbah08442,156,156.0,0.0603261105716228
Instruct baseline (n=8),instruct_c_n8_baseline_rerun180_20260404_113902,z0ub6abmgswdgbah08442,157,157.0,0.0632190853357315
Instruct baseline (n=8),instruct_c_n8_baseline_rerun180_20260404_113902,z0ub6abmgswdgbah08442,158,158.0,0.0614652186632156
Instruct baseline (n=8),instruct_c_n8_baseline_rerun180_20260404_113902,z0ub6abmgswdgbah08442,159,159.0,0.0632523819804191
Instruct baseline (n=8),instruct_c_n8_baseline_rerun180_20260404_113902,z0ub6abmgswdgbah08442,160,160.0,0.0622460022568702
Instruct baseline (n=8),instruct_c_n8_baseline_rerun180_20260404_113902,z0ub6abmgswdgbah08442,161,161.0,0.0618281513452529
Instruct baseline (n=8),instruct_c_n8_baseline_rerun180_20260404_113902,z0ub6abmgswdgbah08442,162,162.0,0.0619927458465099
Instruct baseline (n=8),instruct_c_n8_baseline_rerun180_20260404_113902,z0ub6abmgswdgbah08442,163,163.0,0.0627369210124015
Instruct baseline (n=8),instruct_c_n8_baseline_rerun180_20260404_113902,z0ub6abmgswdgbah08442,164,164.0,0.0606397502124309
Instruct baseline (n=8),instruct_c_n8_baseline_rerun180_20260404_113902,z0ub6abmgswdgbah08442,165,165.0,0.0619499310851097
Instruct baseline (n=8),instruct_c_n8_baseline_rerun180_20260404_113902,z0ub6abmgswdgbah08442,166,166.0,0.061718501150608
Instruct baseline (n=8),instruct_c_n8_baseline_rerun180_20260404_113902,z0ub6abmgswdgbah08442,167,167.0,0.0611349456012249
Instruct baseline (n=8),instruct_c_n8_baseline_rerun180_20260404_113902,z0ub6abmgswdgbah08442,168,168.0,0.0618933141231536
Instruct baseline (n=8),instruct_c_n8_baseline_rerun180_20260404_113902,z0ub6abmgswdgbah08442,169,169.0,0.0609189793467521
Instruct baseline (n=8),instruct_c_n8_baseline_rerun180_20260404_113902,z0ub6abmgswdgbah08442,170,170.0,0.0611161440610885
Instruct baseline (n=8),instruct_c_n8_baseline_rerun180_20260404_113902,z0ub6abmgswdgbah08442,171,171.0,0.0617350786924362
Instruct baseline (n=8),instruct_c_n8_baseline_rerun180_20260404_113902,z0ub6abmgswdgbah08442,172,172.0,0.062194999307394
Instruct baseline (n=8),instruct_c_n8_baseline_rerun180_20260404_113902,z0ub6abmgswdgbah08442,173,173.0,0.0630636140704155
Instruct baseline (n=8),instruct_c_n8_baseline_rerun180_20260404_113902,z0ub6abmgswdgbah08442,174,174.0,0.0633451342582702
Instruct baseline (n=8),instruct_c_n8_baseline_rerun180_20260404_113902,z0ub6abmgswdgbah08442,175,175.0,0.0640672296285629
Instruct baseline (n=8),instruct_c_n8_baseline_rerun180_20260404_113902,z0ub6abmgswdgbah08442,176,176.0,0.0626820251345634
Instruct baseline (n=8),instruct_c_n8_baseline_rerun180_20260404_113902,z0ub6abmgswdgbah08442,177,177.0,0.0614299364387989
Instruct baseline (n=8),instruct_c_n8_baseline_rerun180_20260404_113902,z0ub6abmgswdgbah08442,178,178.0,0.0679420530796051
Instruct baseline (n=8),instruct_c_n8_baseline_rerun180_20260404_113902,z0ub6abmgswdgbah08442,179,179.0,0.0631389245390892
Instruct baseline (n=8),instruct_c_n8_baseline_rerun180_20260404_113902,z0ub6abmgswdgbah08442,180,180.0,0.0624950379133224
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,1,1.0,0.376192033290863
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,2,2.0,0.3725778758525848
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,3,3.0,0.3748107850551605
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,4,4.0,0.3862603604793548
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,5,5.0,0.4402326941490173
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,6,6.0,0.4391883909702301
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,7,7.0,0.5466187000274658
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,8,8.0,0.5526338815689087
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,9,9.0,0.6907463669776917
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,10,10.0,1.0439411401748655
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,11,11.0,1.5204805135726929
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,12,12.0,1.6706441640853882
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,13,13.0,2.203531503677368
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,14,14.0,2.3879854679107666
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,15,15.0,2.8691697120666504
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,16,16.0,4.718890190124512
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,17,17.0,6.476968765258789
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,18,18.0,6.908047676086426
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,19,19.0,7.482930660247803
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,20,20.0,8.602123260498047
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,21,21.0,9.07200527191162
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,22,22.0,9.700714111328123
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,23,23.0,10.27091121673584
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,24,24.0,10.161931991577148
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,25,25.0,10.16273021697998
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,26,26.0,10.298004150390623
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,27,27.0,10.55771827697754
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,28,28.0,10.578121185302734
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,29,29.0,10.872376441955566
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,30,30.0,10.967975616455078
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,31,31.0,11.03407096862793
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,32,32.0,11.174813270568848
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,33,33.0,11.180875778198242
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,34,34.0,11.206750869750977
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,35,35.0,11.120627403259276
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,36,36.0,11.205961227416992
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,37,37.0,11.158157348632812
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,38,38.0,11.167318344116213
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,39,39.0,11.200568199157717
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,40,40.0,11.253262519836426
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,41,41.0,11.236930847167969
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,42,42.0,11.29128646850586
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,43,43.0,11.304882049560549
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,44,44.0,11.314157485961914
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,45,45.0,11.36264991760254
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,46,46.0,11.314852714538574
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,47,47.0,11.369544982910156
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,48,48.0,11.378104209899902
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,49,49.0,11.406232833862305
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,50,50.0,11.401631355285645
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,51,51.0,11.425463676452637
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,52,52.0,11.431655883789062
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,53,53.0,11.442614555358888
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,54,54.0,11.443181991577148
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,55,55.0,11.416000366210938
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,56,56.0,11.45870304107666
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,57,57.0,11.44271755218506
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,58,58.0,11.49073314666748
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,59,59.0,11.448307991027832
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,60,60.0,11.49774169921875
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,61,61.0,11.49287223815918
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,62,62.0,11.492151260375977
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,63,63.0,11.503984451293944
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,64,64.0,11.487421035766602
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,65,65.0,11.516908645629885
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,66,66.0,11.471050262451172
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,67,67.0,11.52012062072754
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,68,68.0,11.449586868286133
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,69,69.0,11.488431930541992
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,70,70.0,11.491368293762209
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,71,71.0,11.515613555908203
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,72,72.0,11.502603530883787
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,73,73.0,11.51560878753662
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,74,74.0,11.49692726135254
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,75,75.0,11.515830993652344
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,76,76.0,11.523513793945312
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,77,77.0,11.535547256469728
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,78,78.0,11.539447784423828
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,79,79.0,11.51717472076416
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,80,80.0,11.52682399749756
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,81,81.0,11.507899284362791
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,82,82.0,11.540029525756836
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,83,83.0,11.54174518585205
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,84,84.0,11.54413604736328
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,85,85.0,11.520452499389648
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,86,86.0,11.515482902526855
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,87,87.0,11.51666259765625
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,88,88.0,11.51788330078125
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,89,89.0,11.525776863098145
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,90,90.0,11.518762588500977
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,91,91.0,11.556812286376951
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,92,92.0,11.531180381774902
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,93,93.0,11.534475326538086
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,94,94.0,11.549020767211914
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,95,95.0,11.55942440032959
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,96,96.0,11.558723449707031
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,97,97.0,11.553196907043455
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,98,98.0,11.550039291381836
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,99,99.0,11.55609130859375
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,100,100.0,11.557943344116213
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,101,101.0,11.566112518310549
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,102,102.0,11.567346572875977
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,103,103.0,11.566680908203123
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,104,104.0,11.557808876037598
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,105,105.0,11.569015502929688
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,106,106.0,11.571609497070312
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,107,107.0,11.56055736541748
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,108,108.0,11.56805419921875
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,109,109.0,11.542031288146973
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,110,110.0,11.574129104614258
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,111,111.0,11.568489074707031
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,112,112.0,11.577305793762209
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,113,113.0,11.552026748657228
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,114,114.0,11.579136848449709
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,115,115.0,11.57430934906006
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,116,116.0,11.570351600646973
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,117,117.0,11.550851821899414
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,118,118.0,11.577234268188477
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,119,119.0,11.532315254211426
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,120,120.0,11.57437229156494
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,121,121.0,11.580371856689451
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,122,122.0,11.581583023071287
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,123,123.0,11.58246612548828
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,124,124.0,11.56229305267334
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,125,125.0,11.585107803344728
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,126,126.0,11.572246551513672
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,127,127.0,11.564781188964844
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,128,128.0,11.561568260192873
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,129,129.0,11.52434539794922
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,130,130.0,11.577960968017578
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,131,131.0,11.58216381072998
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,132,132.0,11.564265251159668
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,133,133.0,11.586050033569336
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,134,134.0,11.587109565734863
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,135,135.0,11.585097312927246
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,136,136.0,11.5680570602417
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,137,137.0,11.590275764465332
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,138,138.0,11.592244148254396
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,139,139.0,11.567401885986328
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,140,140.0,11.58864402770996
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,141,141.0,11.584498405456545
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,142,142.0,11.59250831604004
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,143,143.0,11.591586112976074
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,144,144.0,11.593894004821776
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,145,145.0,11.593539237976074
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,146,146.0,11.594853401184082
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,147,147.0,11.595595359802246
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,148,148.0,11.568018913269045
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,149,149.0,11.597187995910645
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,150,150.0,11.58568000793457
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,151,151.0,11.594282150268556
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,152,152.0,11.595947265625
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,153,153.0,11.597822189331056
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,154,154.0,11.596959114074709
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,155,155.0,11.593833923339844
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,156,156.0,11.59569263458252
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,157,157.0,11.543427467346191
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,158,158.0,11.599059104919434
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,159,159.0,11.58464527130127
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,160,160.0,11.582890510559082
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,161,161.0,11.602100372314451
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,162,162.0,11.583640098571776
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,163,163.0,11.601492881774902
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,164,164.0,11.59045124053955
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,165,165.0,11.600289344787598
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,166,166.0,11.57770824432373
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,167,167.0,11.562215805053713
